39;154,3,
39;155,1,
39;159,0,
39;200,1,
39;203,3,
39;204,1,
40;0,1,
40;6,3,
40;7,1,
40;10,0,
40;40,1,
40;46,3,
40;47,1,
40;154,3,
40;155,1,
40;159,0,
40;200,1,
40;203,3,
40;204,1,
41;0,1,
41;6,3,
41;7,1,
41;10,0,
41;40,1,
41;46,3,
41;47,1,
41;154,3,
41;155,1,
41;159,0,
41;200,1,
41;203,3,
41;204,1,
42;0,1,
42;6,3,
42;7,1,
42;10,0,
42;40,1,
42;46,3,
42;47,1,
42;154,3,
42;155,1,
42;159,0,
42;200,1,
42;203,3,
42;204,1,
43;0,1,
43;6,3,
43;7,1,
43;10,0,
43;40,1,
43;46,3,
43;47,1,
43;154,3,
43;155,1,
43;159,0,
43;200,1,
43;203,3,
43;204,1,
44;0,1,
44;6,3,
44;7,1,
44;10,0,
44;40,1,
44;46,3,
44;47,1,
44;154,3,
44;155,1,
44;159,0,
44;200,1,
44;203,3,
44;204,1,
45;0,1,
45;6,3,
45;7,1,
45;10,0,
45;40,1,
45;46,3,
45;47,1,
45;154,3,
45;155,1,
45;159,0,
45;200,1,
45;203,3,
45;204,1,
46;0,1,
46;6,3,
46;7,1,
46;10,0,
46;40,1,
46;46,3,
46;47,1,
46;154,3,
46;155,1,
46;159,0,
46;200,1,
46;203,3,
46;204,1,
47;0,1,
47;6,3,
47;7,1,
47;10,0,
47;40,1,
47;46,3,
47;47,1,
47;154,3,
47;155,1,
47;159,0,
47;200,1,
47;203,3,
47;204,1,
48;0,1,
48;6,3,
48;7,1,
48;10,0,
48;40,1,
48;46,3,
48;47,1,
48;154,3,
48;155,1,
48;159,0,
48;200,1,
48;203,3,
48;204,1,
49;0,1,
49;6,3,
49;7,1,
49;10,0,
49;40,1,
49;46,3,
49;47,1,
49;154,3,
49;155,1,
49;159,0,
49;200,1,
49;203,3,
49;204,1,
50;0,1,
50;6,3,
50;7,1,
50;10,0,
50;40,1,
50;46,3,
50;47,1,
50;154,3,
50;155,1,
50;159,0,
50;200,1,
50;203,3,
50;204,1,
51;0,1,
51;6,3,
51;7,1,
51;10,0,
51;40,1,
51;46,3,
51;47,1,
51;154,3,
51;155,1,
51;159,0,
51;200,1,
51;203,3,
51;204,1,
52;0,1,
52;6,3,
52;7,1,
52;10,0,
52;40,1,
52;46,3,
52;47,1,
52;154,3,
52;155,1,
52;159,0,
52;200,1,
52;203,3,
52;204,1,
53;0,1,
53;6,3,
53;7,1,
53;10,0,
53;40,1,
53;46,3,
53;47,1,
53;154,3,
53;155,1,
53;159,0,
53;200,1,
53;203,3,
53;204,1,
54;0,1,
54;6,3,
54;7,1,
54;10,0,
54;40,1,
54;46,3,
54;47,1,
54;154,3,
54;155,1,
54;159,0,
54;200,1,
54;203,3,
54;204,1,
55;0,1,
55;6,3,
55;7,1,
55;10,0,
55;40,1,
55;46,3,
55;47,1,
55;154,3,
55;155,1,
55;159,0,
55;200,1,
55;203,3,
55;204,1,
56;0,1,
56;6,3,
56;7,1,
56;10,0,
56;40,1,
56;46,3,
56;47,1,
56;154,3,
56;155,1,
56;159,0,
56;200,1,
56;203,3,
56;204,1,
57;0,1,
57;6,3,
57;7,1,
57;10,0,
57;40,1,
57;46,3,
57;47,1,
57;154,3,
57;155,1,
57;159,0,
57;200,1,
57;203,3,
57;204,1,
58;0,1,
58;6,3,
58;7,1,
58;10,0,
58;40,1,
58;46,3,
58;47,1,
58;154,3,
58;155,1,
58;159,0,
58;200,1,
58;203,3,
58;204,1,
59;0,1,
59;6,3,
59;7,1,
59;10,0,
59;40,1,
59;46,3,
59;47,1,
59;154,3,
59;155,1,
59;159,0,
59;200,1,
59;203,3,
59;204,1,
60;0,1,
60;6,3,
60;7,1,
60;10,0,
60;40,1,
60;46,3,
60;47,1,
60;154,3,
60;155,1,
60;159,0,
60;200,1,
60;203,3,
60;204,1,
61;0,1,
61;6,3,
61;7,1,
61;10,0,
61;40,1,
61;46,3,
61;47,1,
61;154,3,
61;155,1,
61;159,0,
61;200,1,
61;203,3,
61;204,1,
62;0,1,
62;6,3,
62;7,1,
62;10,0,
62;40,1,
62;46,3,
62;47,1,
62;154,3,
62;155,1,
62;159,-1,
62;164,4,
62;169,-1,
62;174,4,
62;179,-1,
62;184,4,
62;189,-1,
62;194,4,
62;200,1,
62;203,3,
62;204,1,
63;0,1,
63;6,3,
63;7,1,
63;10,0,
63;40,1,
63;46,3,
63;47,1,
63;154,3,
63;155,1,
63;159,4,
63;164,-1,
63;169,4,
63;174,-1,
63;179,4,
63;184,-1,
63;189,4,
63;194,-1,
63;200,1,
63;203,3,
63;204,1,
64;0,1,
64;6,3,
64;7,1,
64;10,0,
64;40,1,
64;46,3,
64;47,1,
64;154,3,
64;155,1,
64;159,-1,
64;164,4,
64;169,-1,
64;174,4,
64;179,-1,
64;184,4,
64;189,-1,
64;194,4,
64;200,1,
64;203,3,
64;204,1,
65;0,1,
65;6,3,
65;7,1,
65;10,0,
65;40,1,
65;46,3,
65;47,1,
65;154,3,
65;155,1,
65;159,0,
65;200,1,
65;203,3,
65;204,1,
66;0,1,
66;6,3,
66;7,1,
66;10,0,
66;40,1,
66;46,3,
66;47,1,
66;154,3,
66;155,1,
66;159,0,
66;200,1,
66;203,3,
66;204,1,
67;0,1,
67;6,3,
67;7,1,
67;10,0,
67;40,1,
67;46,3,
67;47,1,
67;154,3,
67;155,1,
67;159,0,
67;200,1,
67;203,3,
67;204,1,
68;0,1,
68;6,3,
68;7,1,
68;10,0,
68;40,1,
68;46,3,
68;47,1,
68;154,3,
68;155,1,
68;159,0,
68;200,1,
68;203,3,
68;204,1,
69;0,1,
69;6,3,
69;7,1,
69;10,0,
69;40,1,
69;46,3,
69;47,1,
69;154,3,
69;155,1,
69;159,0,
69;200,1,
69;203,3,
69;204,1,
70;0,1,
70;6,3,
70;7,1,
70;10,0,
70;40,1,
70;46,3,
70;47,1,
70;154,3,
70;155,1,
70;159,0,
70;200,1,
70;203,3,
70;204,1,
71;0,1,
71;6,3,
71;7,1,
71;10,0,
71;40,1,
71;46,3,
71;47,1,
71;154,3,
71;155,1,
71;159,0,
71;200,1,
71;203,3,
71;204,1,
72;0,1,
72;6,3,
72;7,1,
72;10,0,
72;40,1,
72;46,3,
72;47,1,
72;154,3,
72;155,1,
72;159,0,
72;200,1,
72;203,3,
72;204,1,
73;0,1,
73;6,3,
73;7,1,
73;10,0,
73;40,1,
73;46,3,
73;47,1,
73;154,3,
73;155,1,
73;159,0,
73;200,1,
73;203,3,
73;204,1,
74;0,1,
74;6,3,
74;7,1,
74;10,0,
74;40,1,
74;46,3,
74;47,1,
74;154,3,
74;155,1,
74;159,0,
74;200,1,
74;203,3,
74;204,1,
75;0,1,
75;6,3,
75;7,1,
75;10,0,
75;40,1,
75;46,3,
75;47,1,
75;154,3,
75;155,1,
75;159,0,
75;200,1,
75;203,3,
75;204,1,
76;0,1,
76;6,3,
76;7,1,
76;10,0,
76;40,1,
76;46,3,
76;47,1,
76;154,3,
76;155,1,
76;159,0,
76;200,1,
76;203,3,
76;204,1,
77;0,1,
77;6,3,
77;7,1,
77;10,0,
77;40,1,
77;46,3,
77;47,1,
77;154,3,
77;155,1,
77;159,0,
77;200,1,
77;203,3,
77;204,1,
78;0,1,
78;6,3,
78;7,1,
78;10,0,
78;40,1,
78;46,3,
78;47,1,
78;154,3,
78;155,1,
78;159,0,
78;200,1,
78;203,3,
78;204,1,
79;0,1,
79;6,3,
79;7,1,
79;10,0,
79;40,1,
79;46,3,
79;47,1,
79;154,3,
79;155,1,
79;159,0,
79;200,1,
79;203,3,
79;204,1,
80;0,1,
80;6,3,
80;7,1,
80;10,0,
80;40,1,
80;46,3,
80;47,1,
80;154,3,
80;155,1,
80;159,0,
80;200,1,
80;203,3,
80;204,1,
81;0,1,
81;6,3,
81;7,1,
81;10,0,
81;40,1,
81;46,3,
81;47,1,
81;154,3,
81;155,1,
81;159,0,
81;200,1,
81;203,3,
81;204,1,
82;0,1,
82;6,3,
82;7,1,
82;10,0,
82;40,1,
82;46,3,
82;47,1,
82;154,3,
82;155,1,
82;159,0,
82;200,1,
82;203,3,
82;204,1,
83;0,1,
83;6,3,
83;7,1,
83;10,0,
83;40,1,
83;46,3,
83;47,1,
83;154,3,
83;155,1,
83;159,0,
83;200,1,
83;203,3,
83;204,1,
84;0,1,
84;6,3,
84;7,1,
84;10,0,
84;40,1,
84;46,3,
84;47,1,
84;154,3,
84;155,1,
84;159,0,
84;200,1,
84;203,3,
84;204,1,
85;0,1,
85;6,3,
85;7,1,
85;10,0,
85;40,1,
85;46,3,
85;47,1,
85;154,3,
85;155,1,
85;159,0,
85;200,1,
85;203,3,
85;204,1,
86;0,1,
86;6,3,
86;7,1,
86;10,0,
86;40,1,
86;46,3,
86;47,1,
86;154,3,
86;155,1,
86;159,0,
86;200,1,
86;203,3,
86;204,1,
87;0,1,
87;6,3,
87;7,1,
87;10,0,
87;40,1,
87;46,3,
87;47,1,
87;154,3,
87;155,1,
87;159,0,
87;200,1,
87;203,3,
87;204,1,
88;0,1,
88;6,3,
88;7,1,
88;10,0,
88;40,1,
88;46,3,
88;47,1,
88;154,3,
88;155,1,
88;159,0,
88;200,1,
88;203,3,
88;204,1,
89;0,1,
89;6,3,
89;7,1,
89;10,0,
89;40,1,
89;46,3,
89;155,1,
89;159,0,
89;200,1,
89;203,3,
89;204,1,
90;0,1,
90;6,3,
90;7,1,
90;10,0,
90;200,1,
90;203,3,
90;204,1,
91;0,1,
91;6,3,
91;7,1,
91;10,0,
91;200,1,
91;203,3,
91;204,1,
92;0,1,
92;6,3,
92;7,1,
92;10,0,
92;200,1,
92;203,3,
92;204,1,
93;0,1,
93;6,3,
93;7,1,
93;10,0,
93;200,1,
93;203,3,
93;204,1,
94;0,1,
94;6,3,
94;7,1,
94;10,0,
94;200,1,
94;203,3,
94;204,1,
95;0,1,
95;6,3,
95;7,1,
95;10,0,
95;200,1,
95;203,3,
95;204,1,
96;0,1,
96;6,3,
96;7,1,
96;10,0,
96;200,1,
96;203,3,
96;204,1,
97;0,1,
97;6,3,
97;7,1,
97;10,0,
97;200,1,
97;203,3,
97;204,1,
98;0,1,
98;6,3,
98;7,1,
98;10,0,
98;200,1,
98;203,3,
98;204,1,
99;0,1,
99;6,3,
99;7,1,
99;10,0,
99;200,1,
99;203,3,
99;204,1,
100;0,1,
100;6,3,
100;7,1,
100;10,0,
100;200,1,
100;203,3,
100;204,1,
101;0,1,
101;6,3,
101;7,1,
101;10,0,
101;200,1,
101;203,3,
101;204,1,
102;0,1,
102;6,3,
102;7,1,
102;10,0,
102;200,1,
102;203,3,
102;204,1,
103;0,1,
103;6,3,
103;7,1,
103;10,0,
103;200,1,
103;203,3,
103;204,1,
104;0,1,
104;6,3,
104;7,1,
104;10,0,
104;200,1,
104;203,3,
104;204,1,
105;0,1,
105;6,3,
105;7,1,
105;10,0,
105;200,1,
105;203,3,
105;204,1,
106;0,1,
106;6,3,
106;7,1,
106;10,0,
106;200,1,
106;203,3,
106;204,1,
107;0,1,
107;6,3,
107;7,1,
107;10,0,
107;200,1,
107;203,3,
107;204,1,
108;0,1,
108;6,3,
108;7,1,
108;203,3,
108;204,1,
109;0,1,
109;6,3,
109;7,1,
109;203,3,
109;204,1,
110;0,1,
110;6,3,
110;7,1,
110;203,3,
110;204,1,
111;0,1,
111;6,3,
111;7,1,
111;203,3,
111;204,1,
112;0,1,
112;6,3,
112;204,1,
